Date,Open,High,Low,Close,Total Trade Quantity
04-Jul-17,830.12,833.35,826,826.67,1883040
05-Jul-17,826.55,829.75,822.5,824.38,2007100
06-Jul-17,826.28,831.5,825.67,829.08,2285838
07-Jul-17,830.42,834.8,829,833.6,2758698
10-Jul-17,835.35,874,830.53,838.17,669538
11-Jul-17,838.78,845.4,833.55,840.2,2205140
12-Jul-17,840,842.5,829.28,840.62,2869446
13-Jul-17,844,846.65,839.83,841.78,2240502
14-Jul-17,841.95,843.03,836,839.97,1221626
17-Jul-17,841.28,843.83,838.5,841.17,1199670
18-Jul-17,839.85,843.92,838.67,841.78,1161094
19-Jul-17,842.5,848.1,840.92,846.15,1993622
20-Jul-17,846.95,857.5,844.08,855.45,1849238
21-Jul-17,857.05,857.62,850,851.53,1936754
24-Jul-17,855,870,847.5,867.55,9839088
25-Jul-17,879.5,879.5,866.53,869.83,5580234
26-Jul-17,871,877.5,866.25,873.78,1947672
27-Jul-17,878,899.4,875.78,894.83,8980856
28-Jul-17,886,893.25,880.55,889.25,4627698
31-Jul-17,888.78,895.5,883.28,892.2,3684570
01-Aug-17,890.92,904.58,886.1,898.6,4258430
02-Aug-17,903.5,903.5,891.03,895.83,3698958
03-Aug-17,894,896,887.2,889.97,2128392
04-Aug-17,888.5,898.38,883.08,895.12,1772534
07-Aug-17,893,898.22,892.5,894.28,959330
08-Aug-17,896.05,898.62,883.05,888.95,2017686
09-Aug-17,885.5,888.53,879.17,882.22,1635028
10-Aug-17,880,883,876.42,880.22,3894222
11-Aug-17,872.5,879,865.58,874.53,3179918
14-Aug-17,876.5,887.47,874,878.6,1788542
16-Aug-17,881.17,894.9,874.28,890.62,2213416
17-Aug-17,888.12,890.47,876.88,882.7,2727434
18-Aug-17,880,880.5,871.5,876.08,1853732
21-Aug-17,877,879.5,869.1,871.6,2004862
22-Aug-17,875.65,877,868.4,873.5,3304778
23-Aug-17,875,888.97,875,886.22,1680262
24-Aug-17,887.45,887.47,879.58,881.25,3939138
28-Aug-17,881.2,885.58,879.17,881.12,753892
29-Aug-17,879.5,879.5,869,873.08,2459298
30-Aug-17,875.97,885,875.03,884.28,1347160
31-Aug-17,886,889.92,878.2,888.22,3651718
01-Sep-17,890.5,890.72,880.55,883.8,1147586
04-Sep-17,882.5,882.5,873.05,875.45,1821262
05-Sep-17,878.5,882.45,875.5,877.67,1841218
06-Sep-17,871.88,881.4,869,879.95,2875816
07-Sep-17,880.05,888.38,880.05,883.28,3473210
08-Sep-17,886.7,895,885.5,893.83,4155832
11-Sep-17,896.5,914.5,895.1,911.67,5738838
