Date,Open,High,Low,Close,Total Trade Quantity
28-May-15,519.53,521.85,511.1,514.7,4780580
29-May-15,514.97,527,513.58,525.28,2529340
01-Jun-15,524.47,528,515.5,518.1,1920660
02-Jun-15,519.2,520.15,502.45,504.4,2363004
03-Jun-15,504.5,508.5,499,502.77,2912416
04-Jun-15,504.42,508.92,497.5,507.48,2778794
05-Jun-15,505.12,509.25,501.25,505.88,3376930
08-Jun-15,502.12,506.12,497.77,501.73,1905998
09-Jun-15,502.5,503,498.55,500.92,3020130
10-Jun-15,499,509.5,498.5,507.8,3993124
11-Jun-15,508.8,509.27,497.35,500.1,4547088
12-Jun-15,500.5,505.42,495.08,504.58,3264172
15-Jun-15,501,506.88,500,502.6,2999914
16-Jun-15,500,505.23,498.52,504.2,3005262
17-Jun-15,504.5,506.75,499.75,502.35,4843134
18-Jun-15,502.95,511.9,501.12,509.8,4215858
19-Jun-15,512.4,517.47,506.58,515.25,1871162
22-Jun-15,516.05,528.45,514.25,523.58,2724826
23-Jun-15,526,530.6,521.25,526.05,2827590
24-Jun-15,527,528.9,521.35,522.9,3133698
25-Jun-15,524.12,535.42,521.33,532.5,8286784
26-Jun-15,533.5,535.47,525.75,531.42,2823752
29-Jun-15,522.45,530.88,515.25,528.33,3243918
30-Jun-15,526.12,536,524,533.58,3645068
01-Jul-15,530.67,538.5,530.03,536.17,2485594
02-Jul-15,532.5,533.85,527.83,529.1,2241722
03-Jul-15,527.03,538.08,527.03,537.12,2019644
06-Jul-15,532.03,542.5,530.12,541.75,1633890
07-Jul-15,539.25,545.75,539.25,543.42,2070736
08-Jul-15,539.55,540.3,533,534.42,2700338
09-Jul-15,531.35,538.45,530.05,537.03,1398982
10-Jul-15,534.9,547.5,534.25,545.38,2450044
13-Jul-15,542.5,552.95,542.5,548.08,3538042
14-Jul-15,547.75,550.95,543,545.92,2837058
15-Jul-15,546.5,550.72,545.4,548.35,1924702
16-Jul-15,549.4,559.5,549.05,557.35,3655212
17-Jul-15,559.7,560.88,552.8,555.28,1755494
20-Jul-15,557.97,559.5,553.5,557.62,2275634
21-Jul-15,558.28,564,546.55,549.03,5514068
22-Jul-15,548.2,558.53,544.33,557.2,3643200
23-Jul-15,556.45,558.35,550.05,553.95,2541586
24-Jul-15,551.58,557.5,550.25,553.92,2380504
27-Jul-15,551.95,552.25,535,547.92,1664286
28-Jul-15,547,556.95,546.22,554.25,3172836
29-Jul-15,552.55,558.95,552.53,554.17,1971516
30-Jul-15,553.5,558.5,550.55,555.28,4731094
31-Jul-15,557.8,560.5,551.5,555.83,2824750
03-Aug-15,556.38,558.75,546.72,547.7,2172864
04-Aug-15,549.05,551,540.97,543.22,2695464
05-Aug-15,546.08,548.85,542.6,546.1,2061390
06-Aug-15,545.95,550.67,542.72,547.97,1871856
07-Aug-15,546.97,548.75,544.3,546.33,1613570
10-Aug-15,547.5,552.97,544,547.33,1977188
11-Aug-15,547.53,549.42,542.12,547.35,1363844
12-Aug-15,544.2,547.45,533.85,535.22,3002870
13-Aug-15,538.5,541.35,533.3,538.78,1732526
14-Aug-15,541.55,551.83,539.95,550.9,1800830
17-Aug-15,549.53,550.9,537.9,545.75,1250106
18-Aug-15,545.8,548.05,539.22,543.17,928658
19-Aug-15,542.42,543.5,537.5,540.92,1502288
20-Aug-15,534,542.38,534,537.35,1522426
21-Aug-15,532,536.47,525.5,530.65,3879486
24-Aug-15,522.35,522.35,505.62,509.52,7343164
25-Aug-15,512.35,516.15,502.85,509.23,6173960
26-Aug-15,508.7,514.5,504.5,506.75,2786500
27-Aug-15,512.5,517.22,504.55,511.05,6936716
28-Aug-15,515.53,521.38,509.7,513.97,2776568
31-Aug-15,510.55,516.45,507.77,513.72,1720730
01-Sep-15,510.65,510.65,496.5,500.05,5234572
02-Sep-15,502.55,506.98,492.5,497.58,4340844
03-Sep-15,501.15,507.5,499.5,505.15,3253684
04-Sep-15,501.1,503,490,498.02,5702296
07-Sep-15,500.5,504.9,490,492.23,2690870
08-Sep-15,493.35,505,488.5,502.02,3722244
09-Sep-15,507.25,512.5,502.5,508.15,3276560
10-Sep-15,501.5,508.48,498.15,505.5,2231870
11-Sep-15,507.25,510,503.4,505.25,2150880
14-Sep-15,504.42,511.15,501.75,509.85,2530172
15-Sep-15,508.98,509.83,504.05,506.58,2166364
16-Sep-15,509.45,514.05,505.77,511.67,2127026
18-Sep-15,517.5,531,515.58,524.88,3920584
21-Sep-15,518.97,527.5,518.17,526.47,2138344
22-Sep-15,525.03,530,512.65,515.33,3012606
23-Sep-15,509.6,526.72,509.33,524.6,2580576
24-Sep-15,523.5,527,518,525.7,4126418
28-Sep-15,527.5,530,521.55,523.2,2888554
29-Sep-15,516,536.95,512.55,532.4,5209420
30-Sep-15,534,536.5,530.67,534.4,4513898
01-Oct-15,537.6,538.45,529.67,533.83,2517394
05-Oct-15,538.6,552.4,538.6,549.17,4026686
06-Oct-15,553.5,553.95,541.5,542.97,2379482
07-Oct-15,544,549.17,541.67,543.88,2193134
08-Oct-15,544.05,545.35,537.7,541.55,1940954
09-Oct-15,547.5,547.5,540.1,543.08,1721614
12-Oct-15,543.85,547.75,538.9,540.28,1108670
13-Oct-15,537.78,541.08,536.6,538.17,911826
14-Oct-15,534.4,543.25,533.53,542.38,1374574
15-Oct-15,542.85,548.25,540.5,542.08,1962976
16-Oct-15,545,550.75,542.5,550.03,2421844
19-Oct-15,550,551.05,547.15,548.9,1327110
20-Oct-15,549,551.45,545.6,547.45,1925678
21-Oct-15,549.45,552,542.5,547.5,3636602
23-Oct-15,549.72,556.85,548,554.25,2233524
26-Oct-15,556.97,557.1,548.5,550.75,2443992
27-Oct-15,547.78,557,547.78,555.45,4492016
28-Oct-15,552.53,562,552.53,555.75,3847380
29-Oct-15,555,557.25,550,551.78,3351184
30-Oct-15,551,556,545.22,549.8,4048730
02-Nov-15,547.53,547.95,538.25,541.55,1578276
03-Nov-15,545.47,546,539.6,542.45,1274296
04-Nov-15,545.03,549.05,539.12,540.85,1348222
05-Nov-15,539.25,541.5,534.75,539.92,1798476
06-Nov-15,540.35,544.5,537.62,540.45,2940502
09-Nov-15,529,534.83,525.5,532.4,5714716
10-Nov-15,530.03,532.5,526.22,527.3,2201290
11-Nov-15,527.5,530,526.22,527.2,487746
13-Nov-15,524.7,527.5,520.5,526.03,1970014
16-Nov-15,524.38,532.5,522.62,530.47,2367366
17-Nov-15,531.65,531.9,525.6,530.4,1283702
18-Nov-15,530.85,532.92,523.15,524.3,1223360
19-Nov-15,527.5,535.47,524.8,534.45,1638840
20-Nov-15,532.45,540.12,530,535.42,2324080
23-Nov-15,537,537.75,529.53,533.03,1704140
24-Nov-15,532.62,536.75,531.05,532.17,2001126
26-Nov-15,529.5,533.5,525.55,531.97,4395742
27-Nov-15,532.42,541.1,530.47,539.7,3462536
30-Nov-15,539.6,540.5,534.85,538.88,2623888
01-Dec-15,538.53,542.45,536.75,541.5,947666
02-Dec-15,545,546.35,535.92,538.9,1281142
03-Dec-15,536.25,540.5,533.65,538.38,1903856
04-Dec-15,536.8,536.8,528,529.45,2929914
07-Dec-15,534.1,535.55,530.55,530.97,2907404
08-Dec-15,530.5,530.95,523.5,524.62,2451330
09-Dec-15,523.55,528.5,522.42,523.72,1945308
10-Dec-15,522.5,531.6,521.15,530.3,3257170
11-Dec-15,530,530.3,521,523.17,1516960
14-Dec-15,520.5,529.92,520.05,527.53,2939008
15-Dec-15,526.5,531.22,522.65,529.72,2278708
16-Dec-15,531.5,536.67,529.67,533.65,3421384
17-Dec-15,536.95,542,532.5,540.12,2439006
18-Dec-15,542.5,542.5,534.25,536.5,1586064
21-Dec-15,535.88,539.95,534.53,537.7,1548750
22-Dec-15,537.25,538.25,532,533.22,1214768
23-Dec-15,536.3,538.97,534.58,537.05,1506984
24-Dec-15,538.1,538.2,534.15,537,1073176
28-Dec-15,537,539.95,533.88,538.62,3877714
29-Dec-15,539.47,539.92,535.65,538.97,2115806
30-Dec-15,540,540.97,536.28,537.15,1056280
31-Dec-15,537.5,542.45,537.5,541.08,4645004
01-Jan-16,541.2,545.12,538.08,544.38,1597538
04-Jan-16,542,542,534.05,535.25,2593768
05-Jan-16,535.1,537.4,530.67,531.2,1580436
06-Jan-16,528.33,538.38,528.33,533.55,2082768
07-Jan-16,530.05,532.45,524.85,528.1,3027714
08-Jan-16,530.97,532.25,528.62,531.17,1744178
11-Jan-16,526.03,530.5,522.65,529.3,1644456
12-Jan-16,531.95,531.95,521.75,523.47,2129368
13-Jan-16,526,531.38,518.5,530.08,2257574
14-Jan-16,525.08,528.7,519.75,524.88,3139592
15-Jan-16,524,527.72,519.05,521.08,2708630
18-Jan-16,517.83,520.72,510.5,512.92,3247694
19-Jan-16,513.6,518.78,513.15,517.9,3202606
20-Jan-16,512.5,554,503.95,509.15,4781794
21-Jan-16,510.5,516.62,506.7,511.5,3150402
22-Jan-16,512.85,522.12,511.02,515.15,2118142
25-Jan-16,519.97,523.35,516.53,520.58,5071942
27-Jan-16,524.22,524.35,516.5,517.83,2019734
28-Jan-16,519.5,523.45,515,515.85,4975986
29-Jan-16,517.6,527.47,517.6,524.92,2680092
01-Feb-16,529,533.5,526.85,529.88,2304742
02-Feb-16,532.5,532.62,525.1,526.9,3264314
03-Feb-16,522.25,525.7,521,521.92,2425122
04-Feb-16,524,527.45,522.78,524.6,2837996
05-Feb-16,526.4,531.9,522.8,527.62,3761952
08-Feb-16,527.5,529,515.15,517.92,1740962
09-Feb-16,513.35,515.78,510.33,513.03,2767730
10-Feb-16,511.95,515.08,505.05,506.48,3841140
11-Feb-16,505,506.5,484.1,487.65,4401800
12-Feb-16,489.5,493.23,483,485.7,6271072
15-Feb-16,490,494.12,485.55,486.8,5456480
16-Feb-16,490.75,491,481,486.73,3568048
17-Feb-16,488.45,489.95,479.5,487.45,3751962
18-Feb-16,493,495.62,488.5,494.73,3399928
19-Feb-16,494.38,496.3,486.75,494.65,1664330
22-Feb-16,491.5,498,491.5,494.38,2001198
23-Feb-16,492.45,492.75,483,485.02,3039160
24-Feb-16,480,481.45,473.2,474.8,3231734
25-Feb-16,477,478.62,469.1,471.33,4231598
26-Feb-16,475,485.5,472.5,480.5,3104694
29-Feb-16,480.55,491.3,464,485.92,4406376
01-Mar-16,487.48,493.38,485.92,492.08,2161280
02-Mar-16,499,505.45,497.5,503.6,3179488
03-Mar-16,505.38,510,505,507.92,2305200
04-Mar-16,507.73,512.45,496.55,510.27,2852312
08-Mar-16,512,512,504.75,507.08,956844
09-Mar-16,506.5,514.95,503.38,512.4,3264086
10-Mar-16,512.4,512.88,505.05,510.62,1335696
11-Mar-16,509.95,515.4,506.5,514.35,2365428
14-Mar-16,514,518.97,512.62,513.78,1504328
15-Mar-16,513.95,516.7,510.83,513.35,3845018
16-Mar-16,513.5,517.12,509.48,515.22,2401774
17-Mar-16,517.47,519.5,505.58,509.2,2556742
18-Mar-16,511.48,516,507.67,514.2,2067534
21-Mar-16,516.5,523.67,516.12,522.8,2659398
22-Mar-16,523.25,528.3,520.35,526.92,2060132
23-Mar-16,526.53,526.53,520.28,524.67,4232150
28-Mar-16,522.5,526.5,520.83,523.75,5635434
29-Mar-16,523.75,529.75,522.12,526.9,3366976
30-Mar-16,529,534.95,526.95,532.47,3907190
31-Mar-16,533.42,539.45,532.53,535.58,10040196
01-Apr-16,534.4,538.2,528.4,532.22,2579324
04-Apr-16,532.6,536.4,532,534.53,3089980
05-Apr-16,534.5,538.45,527.83,528.72,3331514
06-Apr-16,530.5,533.47,528.38,530.75,2147688
07-Apr-16,532,532.38,523.53,527.75,1955846
08-Apr-16,527.5,531.67,527.12,529.67,1481398
11-Apr-16,530.15,537.05,521.42,535.47,2024810
12-Apr-16,534.8,535.5,529.62,531.5,2470740
13-Apr-16,536,542.47,534.75,540.88,2487302
18-Apr-16,541.75,546,535.8,543.9,2058534
20-Apr-16,545.95,550,541.78,548.92,1910676
21-Apr-16,547.5,552.58,544.5,545.58,4095864
22-Apr-16,544.75,550.42,542.6,546.08,3904660
25-Apr-16,550,550,542.25,546.62,2780980
26-Apr-16,547.5,557.5,546.25,556.92,3526898
27-Apr-16,554.92,562.5,554.5,562.1,2881818
28-Apr-16,562.1,568.35,555.17,556.97,4044792
29-Apr-16,556.9,568,553.1,566.17,2805970
02-May-16,563.88,565,558,558.83,1931358
03-May-16,560.95,567.5,556.58,559,2347648
04-May-16,558.75,567.25,557.12,563.67,2646164
05-May-16,564,567.38,561.35,566.15,2607124
06-May-16,566,566.12,558.62,559.83,1366576
09-May-16,560,572.47,559.5,570.7,3476590
10-May-16,571.75,573.75,568.05,572.45,2726500
11-May-16,567.35,572.5,564.85,569.4,3073686
12-May-16,572,576,566.25,574.55,2110844
13-May-16,574,574,565,570.45,2522658
16-May-16,572.5,582.95,566.28,581.4,2259384
17-May-16,582.53,584.62,575.65,576.72,2147712
18-May-16,575.5,575.5,565.75,570.33,2081322
19-May-16,570.05,571.35,566,569.65,1927898
20-May-16,569.97,574.25,566.8,570.45,1008316
23-May-16,570.97,574.97,566.6,568.38,1731766
24-May-16,569.2,571.83,567.78,569.97,1629734
25-May-16,573.15,587.97,573.15,586.65,2883674
26-May-16,588.05,594.45,583.12,591.62,6852780
27-May-16,591.62,595,588.35,593.4,2887592
30-May-16,593.5,597.5,589.05,589.88,1907266
31-May-16,592.95,592.95,588.7,590.95,2757820
01-Jun-16,591.47,591.47,585.5,587.58,2837816
02-Jun-16,587.35,590.3,585.5,587.47,3955308
03-Jun-16,590.05,592.5,584.53,585.88,2262210
06-Jun-16,588,591.2,585.03,585.55,2773654
07-Jun-16,588.47,590,583.83,586.85,2814252
08-Jun-16,587.9,589,580.5,581.3,2371406
09-Jun-16,581.25,582.1,576.25,579.7,2324092
10-Jun-16,579.2,586.35,578.1,580.67,3161156
13-Jun-16,577.38,582.47,575.53,576.45,1661618
14-Jun-16,577.5,578.5,572.12,575.92,1914384
15-Jun-16,577.5,585.45,576.6,584.78,1522912
16-Jun-16,583.28,584.42,577.67,581.08,2363884
17-Jun-16,583.5,589,582.78,585,1880826
20-Jun-16,579.5,589.62,579.4,586.03,1371382
21-Jun-16,587.5,587.72,580.6,583.33,1335484
22-Jun-16,583,587.5,583,585.75,1901920
23-Jun-16,584.9,595.92,583.75,595.05,1963366
24-Jun-16,579.92,585.95,573.5,580.95,5586982
27-Jun-16,581,584.5,576.53,579.97,2081894
28-Jun-16,580.62,586.55,575,583.47,2017490
29-Jun-16,582.5,584.75,579.85,584.15,2710334
30-Jun-16,585.5,590,581.08,588.22,8139446
01-Jul-16,590,592.5,585.9,587.25,2152438
04-Jul-16,589.1,589.75,585.7,586.4,3624926
05-Jul-16,586.4,587.15,581,582.8,1068164
07-Jul-16,583.95,594.38,580.45,592.83,2416308
08-Jul-16,592.55,592.8,585.62,587.42,1559434
11-Jul-16,593,600.95,590.53,599.88,2551266
12-Jul-16,604.95,604.95,597.78,601.08,3523016
13-Jul-16,599.9,600.97,596.65,598.88,3343536
14-Jul-16,600.5,601.08,596.1,600.17,1729834
15-Jul-16,601.9,613,597.55,611.85,2887108
18-Jul-16,612.5,619.25,611.33,613.72,2219242
19-Jul-16,614.5,615.38,606.92,609.17,1293002
20-Jul-16,611.5,619.25,610.88,616.1,2345166
21-Jul-16,615.35,619.95,611.25,614.3,4556452
22-Jul-16,616.67,617.33,610.75,615.4,2810136
25-Jul-16,616.5,624.72,613.5,623.47,4936442
26-Jul-16,621.2,622.83,617.58,619.4,2832996
27-Jul-16,620.5,623.78,615,618.47,5367368
28-Jul-16,619,625.62,617.78,624.22,5323264
29-Jul-16,624,625,617.5,623.1,1697838
01-Aug-16,624.5,629.47,613.83,621.15,2780432
02-Aug-16,623.5,628.22,620.2,621.65,2664698
03-Aug-16,620.55,624.97,615.5,620.22,2366938
04-Aug-16,623.3,623.35,616.8,620.5,2331440
05-Aug-16,623.7,627.83,620.88,624.62,2892456
08-Aug-16,626.45,627.5,622.28,624.8,2364388
09-Aug-16,626.45,626.45,618.85,623.6,2105428
10-Aug-16,622.5,625.47,609.88,613.45,1809860
11-Aug-16,613.4,617.5,611,614.12,1428036
12-Aug-16,615.53,617.5,609.7,614.35,2320748
16-Aug-16,616.5,619.22,606.9,613.65,1734284
17-Aug-16,616.7,618.75,613,617.45,2755518
18-Aug-16,619,627.45,617.28,626.25,3055828
19-Aug-16,625,625,620.72,623.55,2055318
22-Aug-16,622.53,627.22,620.5,625.15,2750646
23-Aug-16,625.5,627,623.03,625.72,2657262
24-Aug-16,626.03,632.1,623.53,630.9,2785468
25-Aug-16,632,633.4,627.15,629.28,4364944
26-Aug-16,630,630.95,626.95,628.55,1260568
29-Aug-16,627.75,627.75,618.1,619.05,1472092
30-Aug-16,622.55,635.25,621.97,634.33,4933804
31-Aug-16,634.5,647.5,632.75,645.6,5580682
01-Sep-16,644,645,637.7,641.85,2612338
02-Sep-16,642.75,644.5,640.58,642.55,1977594
06-Sep-16,645.03,651.95,645.03,650.2,2754442
07-Sep-16,650.5,652.5,641.55,643.38,2008222
08-Sep-16,645,647.62,641.8,644.7,1452690
09-Sep-16,645,647.25,639.15,645.2,2006884
12-Sep-16,637.35,642.2,635.75,639.95,1992864
14-Sep-16,637.5,638.5,632.7,634.72,1924754
15-Sep-16,636,641.95,634.92,639.8,1750906
16-Sep-16,641.9,652.25,641.9,648.92,3262908
19-Sep-16,648.5,651.25,644,645.08,2947416
20-Sep-16,646.33,647.5,642.03,644.22,1889124
21-Sep-16,646,649,643.95,646.5,2128200
22-Sep-16,652.5,658.47,650.28,653.45,3277900
23-Sep-16,653.03,659.22,650.75,656.35,2438404
26-Sep-16,653.05,654.45,646.85,648.08,2788386
27-Sep-16,649.5,653.08,647.42,649.03,2028406
28-Sep-16,649.95,650,644.5,647.62,2494826
29-Sep-16,648.97,653,633.97,638.75,8225006
30-Sep-16,638.55,640.5,633.7,636.42,2069214
03-Oct-16,640.5,644.95,638.2,643.6,1950274
04-Oct-16,644.3,647.5,641.15,644.78,1387756
05-Oct-16,649,650.03,638.2,643.05,1823510
06-Oct-16,643.55,647.8,639.53,640.97,1447856
07-Oct-16,642,643.88,638.12,640.3,1668732
10-Oct-16,642.5,643.95,639.38,642.17,2359656
13-Oct-16,639.5,639.5,628.22,631.38,2259678
14-Oct-16,632.88,634,627,630.9,2033558
17-Oct-16,632.75,633.2,616.38,618.85,2567680
18-Oct-16,621.6,630,619.5,628.92,1305484
19-Oct-16,630.55,631.5,624,629.17,1522452
20-Oct-16,630.12,633.72,625.5,627.75,1600178
21-Oct-16,628,636.47,625,635.35,1978204
24-Oct-16,635.88,638.42,630.53,631.78,1627832
25-Oct-16,634,634,622.03,625.15,2750898
26-Oct-16,621.67,632.5,617.53,619.65,2683270
27-Oct-16,619.5,628.5,612.08,626.05,5811930
28-Oct-16,627.25,630.95,620.05,629.53,2660268
30-Oct-16,631.65,631.65,625,626.65,383108
01-Nov-16,628,631.92,623.53,629.9,1701208
02-Nov-16,625.55,627.85,620.75,623.08,3237216
03-Nov-16,622.5,630,615.88,627.47,3157906
04-Nov-16,626.4,626.4,620.88,621.85,2867460
07-Nov-16,626,627.42,620,624.72,2835696
08-Nov-16,625.55,629,620.05,627.15,2674082
09-Nov-16,600,628.7,597.67,625.62,6822734
10-Nov-16,631.88,641.5,627.05,639.28,5350368
11-Nov-16,637,641,632.8,637.9,3569660
15-Nov-16,638.75,644.5,625.33,627.38,6256262
16-Nov-16,634,634,620.03,622.17,4323872
17-Nov-16,619.15,624.45,612.58,615.1,2407812
18-Nov-16,618,618,604.6,605.7,3439950
21-Nov-16,609.75,609.75,594.17,599.35,2776260
22-Nov-16,603.4,603.4,594.67,599.03,5008892
23-Nov-16,601.5,601.5,590.55,592.38,1766346
24-Nov-16,592,593.15,580.45,582.75,7642998
25-Nov-16,584.5,596.6,579,594.65,2984980
28-Nov-16,590.12,599.45,589.05,592.22,2065090
29-Nov-16,592.35,596.47,588.25,589.38,1966322
30-Nov-16,592.5,601,590.55,599.8,3221420
01-Dec-16,601.15,603.95,596.5,598.62,2238492
02-Dec-16,594.5,600.97,588.35,594.55,2031336
05-Dec-16,593.8,599.47,588.25,598.17,2275968
06-Dec-16,597.5,601.42,595.1,597.22,1351482
07-Dec-16,600.92,602.95,583.5,590.8,2814096
08-Dec-16,593.5,602.78,593.5,599.75,2154848
09-Dec-16,599.55,601.15,594,599.15,2193976
12-Dec-16,596,596.08,590.55,592.22,1712636
13-Dec-16,590.12,595.17,589.28,593.12,1263434
14-Dec-16,593.5,594,586.7,587.85,2157072
15-Dec-16,582.1,597.25,581.8,588.3,2470744
16-Dec-16,588.3,592.5,585.78,591.15,1627914
19-Dec-16,588.4,589.75,585.25,588.38,1580218
20-Dec-16,588,592.5,585.85,590.95,2094996
21-Dec-16,592,592.5,587.5,590,1329438
22-Dec-16,588.2,589.75,584.2,586.55,1402858
23-Dec-16,585.5,594.62,584.65,593.12,2376258
26-Dec-16,589.28,593.05,585.05,587.5,2091932
27-Dec-16,589.65,593.45,586.95,592.6,2449648
28-Dec-16,594.95,597.47,590.5,593.38,3253920
29-Dec-16,592.5,603.97,590.72,602.6,4050408
30-Dec-16,600,606,599.97,603.1,2033270
02-Jan-17,604.72,605.05,596.03,598.55,1854328
03-Jan-17,600.4,600.97,592.88,594.95,1923750
04-Jan-17,594.92,596,591.9,592.75,3483560
05-Jan-17,594.5,597.25,591.55,593.1,3388192
06-Jan-17,595.05,599.2,594.1,596.83,2762630
09-Jan-17,599.42,602.08,596.08,597.6,2286898
10-Jan-17,598.1,608.4,597.65,607.17,2773058
11-Jan-17,608.75,619.05,607.75,617,4671702
12-Jan-17,617.5,621.85,612.75,617.5,1458158
13-Jan-17,619.5,619.85,614.3,616.25,1925206
16-Jan-17,616.75,624.72,616.4,623.83,1882932
17-Jan-17,623.5,626.2,618.12,619.25,1779806
18-Jan-17,620.45,628,620.42,621.3,2306444
19-Jan-17,622.45,622.45,617.5,618.15,1756206
20-Jan-17,618,622.5,615,618.17,6971034
23-Jan-17,618,625,617.9,622.33,2396924
24-Jan-17,625,635.75,624.62,633.78,5130932
25-Jan-17,636.3,647.8,635.05,645.3,7818492
27-Jan-17,649.5,650,644,645.95,3426118
30-Jan-17,646.47,646.47,640.28,642.47,2659814
31-Jan-17,641.2,646.35,638.5,643.33,3050520
01-Feb-17,643.1,655,640.25,652.85,5455332
02-Feb-17,652.85,652.85,646.3,649.35,2985818
03-Feb-17,649.5,658,648.25,655.53,4002552
06-Feb-17,656.15,660,655.72,657.05,2155110
07-Feb-17,658,659,651.47,653.58,1705960
08-Feb-17,653.78,659.35,649.08,652.83,2470480
09-Feb-17,654.7,659.95,646.28,648.83,2232688
10-Feb-17,649.17,654.38,649,651.8,1648368
13-Feb-17,653.78,657.5,649.6,655.1,1397896
14-Feb-17,657,657,652,655.55,1223030
15-Feb-17,656,662,653.72,661.1,3063470
16-Feb-17,661.5,666.5,660.12,663.95,2521850
17-Feb-17,722.5,727,680.22,688.53,201129980
20-Feb-17,680.6,707.72,679.58,704.55,5283358
21-Feb-17,703.03,710.9,698.7,707.78,3130014
22-Feb-17,707.5,709.4,697.42,699.58,2648388
23-Feb-17,701.9,710.67,693.53,697.15,17247490
27-Feb-17,695.45,699.17,689.3,696.8,2340688
28-Feb-17,696.45,698.12,692.25,695.05,1464004
01-Mar-17,698.22,698.25,693.2,695.83,1740868
02-Mar-17,697.28,698,688.12,690.05,2300994
03-Mar-17,692.25,692.25,684.5,688.5,1246412
06-Mar-17,688.4,694.95,686.55,690.38,1839562
07-Mar-17,691.12,693.75,688.1,693.1,1556438
08-Mar-17,693.95,699.6,690.53,696.1,1891072
09-Mar-17,690.83,699.35,690.83,697.1,1754658
10-Mar-17,697.5,704,696.58,700.05,2930352
14-Mar-17,711.05,712.08,703.33,705.35,3577510
15-Mar-17,705.47,710,705.28,708.3,2135930
16-Mar-17,709.05,711.42,706.83,708.67,2490054
17-Mar-17,709.28,713.75,706.42,712.92,1695232
20-Mar-17,713.33,719.92,712.97,718.05,4071172
21-Mar-17,717,722.5,717,720.47,2778640
22-Mar-17,713.85,718.5,712.9,715.45,2818272
23-Mar-17,717.2,717.5,711.45,715.45,2461236
24-Mar-17,716.5,717.22,711,712.17,1905182
27-Mar-17,712,712,702.03,704.92,2932042
28-Mar-17,709.15,712.35,706.55,710.1,4030700
29-Mar-17,710.4,717.4,710,714.3,4287886
30-Mar-17,714,739.97,712.53,733.1,17160546
31-Mar-17,726.9,727,718.28,721.28,4825696
03-Apr-17,723,725.05,713,716.6,2074526
05-Apr-17,717.62,723.25,713.78,716.17,2872040
06-Apr-17,715.75,721.5,712.53,719.25,3062208
07-Apr-17,715.53,722.5,714.3,719.42,2324180
10-Apr-17,721.5,721.5,716.33,717.08,1696938
11-Apr-17,717,720.6,715.75,719.75,2178130
12-Apr-17,719.5,724.97,717.75,721.85,1782546
13-Apr-17,721.5,724.45,718.53,720.15,2402118
17-Apr-17,720.15,721.9,714.12,718.4,3568528
18-Apr-17,720,727.5,719,723.65,1819430
19-Apr-17,723.5,728.38,719,724.5,2169072
20-Apr-17,726.5,733.03,726.47,731.08,2890686
21-Apr-17,733,749.5,726.65,748.3,8629016
24-Apr-17,749.05,769.5,748.5,766.53,10103476
25-Apr-17,767.53,772.75,764.8,768.53,4528890
26-Apr-17,771.47,776.5,734.22,775.33,3897926
27-Apr-17,773.05,786.97,773.05,784.3,8090210
28-Apr-17,779.95,779.95,768.55,773.25,2718864
02-May-17,773.5,775.45,765.17,770.3,2003520
03-May-17,777.12,777.12,769.67,772.15,1253982
04-May-17,769.62,771.45,761.3,767.4,2565514
05-May-17,771.05,771.45,763.15,766.1,1378948
08-May-17,769,770,764.28,767.4,1873626
09-May-17,767.4,772.8,766.33,767.88,1672918
10-May-17,770,777.5,768.53,775.9,1171122
11-May-17,775.5,780,770.5,773.2,1937872
12-May-17,772.95,778.45,768.1,775.83,3073802
15-May-17,775,778.6,771.12,776.7,1402390
16-May-17,777.5,781,774.12,779.83,1795188
17-May-17,779.4,782.7,775.75,778.58,1736236
18-May-17,774.5,780.75,774.05,778.55,1553640
19-May-17,779.75,784.95,772.62,780.62,1427068
22-May-17,782.55,790,781.55,788,1430026
23-May-17,790,791.78,782.5,784.55,1540086
24-May-17,784.53,787.72,781,783.38,1733694
25-May-17,783.55,814.7,783.55,808.58,10045402
26-May-17,803.33,816,800.55,813,2721578
29-May-17,809.9,824,808.83,815.95,2958170
30-May-17,815,816.75,808.08,814.53,2217092
31-May-17,812.5,821.5,811.58,818.1,2659456
01-Jun-17,819.5,819.92,810.28,814.3,1679770
02-Jun-17,817,823.05,813.1,817.12,1606772
05-Jun-17,816.85,819.47,812.5,817.78,1449950
06-Jun-17,817.5,821.9,815,819.47,2501316
07-Jun-17,820.2,822.45,815.17,820.4,1277138
08-Jun-17,821.95,829.7,820.83,822.38,2124384
09-Jun-17,820.05,835,820.05,833.4,2652636
12-Jun-17,832,838,830,834.38,1985706
13-Jun-17,830.88,845.95,830.5,838.35,2525810
14-Jun-17,837.5,839.97,833.5,835.6,1929180
15-Jun-17,834,837.8,826.8,832.17,1763346
16-Jun-17,832.5,837.35,829.05,834.62,1877552
19-Jun-17,835.5,848,834.2,846.45,1912766
20-Jun-17,845,847,839.92,843.28,1830132
21-Jun-17,841.3,850.62,839.8,849.35,1705466
22-Jun-17,847.47,858,845.6,849,3337730
23-Jun-17,851,851.38,837.6,839.33,2608734
27-Jun-17,844.5,847.5,828.12,833.83,3000216
28-Jun-17,832.5,837.5,828.9,833.22,2224518
29-Jun-17,833.5,840.95,825.55,831.53,4593854
30-Jun-17,826.9,830,821.5,826.03,2165216
03-Jul-17,826.3,833.75,823.62,829.3,1752166
